"Időbélyeg","1. Mennyire elfogadható számodra, ha egy családi beszélgetésben így beszélnek, azaz ezt a nyelvváltozatot hallod?","2. Az első hangfelvételen hallható nyelvváltozat olyan-e, mint ahogyan a tágabb környezetedben beszélnek?","3. Mennyire elfogadható számodra, ha egy családi beszélgetésben így beszélnek, azaz ezt a nyelvváltozatot hallod?","4. A második hangfelvételen hallható nyelvváltozat olyan-e, mint ahogyan a tágabb környezetedben beszélnek?","5. Mennyire elfogadható számodra, ha egy családi beszélgetésben így beszélnek, azaz ezt a nyelvváltozatot hallod?","6. A harmadik hangfelvételen hallható nyelvváltozat olyan-e, mint ahogyan a tágabb környezetedben beszélnek?","7. Mennyire elfogadható számodra, ha a televízióban hallod ezt nyelvváltozatot?","8. Mennyire elfogadható számodra, ha a televízióban hallod ezt nyelvváltozatot?","9. Mennyire elfogadható számodra, ha a televízióban hallod ezt nyelvváltozatot?","10. Hogyan értékelnéd saját régiód nyelvváltozatát – nyelvjárását?","11. Mely helyzetekben használod a saját nyelvváltozatodat – nyelvjárásodat? (Több választ is megjelölhetsz!)","12. Véleményed szerint te ismered a saját régiód nyelvjárását?","13. Szerinted előny vagy hátrány a nyelvjárás ismerete?","14. Mely helyzetekben használsz köznyelvi változatot? (Több választ is megjelölhetsz!)","15. Véleményed szerint beszéled a magyarországi magyar köznyelvet?","16. Szerinted van különbség a Magyarországon és a Szlovákiában használt magyar nyelv között?","17. Tett-e már valaki megjegyzést arra, ahogyan beszéltél?","18. Amennyiben tett már valaki megjegyzést a beszédedre, milyen helyzetben történt? Mit kifogásoltak? ","19. Mi a nemed?","20. Mi a nemzetiséged?","21. Mi az anyanyelved?","22. Melyik településen élsz?","23. Milyen típusú iskola diákja vagy?","24. Hányadik osztályba jársz?","25. Milyen nyelven zajlik az oktatás az általad látogatott képzésen?","26. Iskola","27. Iskola régiója","28. Lakhely régiója"
"2022/06/25 4:25:43 du. CET","nem tudom megítélni","nem","nem tudom megítélni","nem","inkább elfogadható","hasonlít","teljesen elfogadható","teljesen elfogadható","teljesen elfogadható","inkább tetszik","családi beszélgetésben;baráti beszélgetésben;iskolában a szünetben;iskolában az órákon;magyarországi magyarokkal;szlovákiai magyarokkal;levélben vagy fogalmazás írása közben;e-mailben, SMS-ben, chaten","szerintem elég jól","előny","családi beszélgetésben;baráti beszélgetésben;iskolában a szünetben;iskolában az órákon;magyarországi magyarokkal;szlovákiai magyarokkal;levélben vagy fogalmazás írása közben;e-mailben, SMS-ben, chaten","talán egy kicsit","igen","nem","","fiú","magyar","magyar","Bacska","gimnázium","1.","magyar nyelven","Gymnázium-Gimnázium Kráľovský Chlmec","Kelet-Szlovákia","Kelet-Szlovákia"
"2022/06/25 4:27:21 du. CET","nem tudom megítélni","nem","nem tudom megítélni","nem","nem tudom megítélni","nem tudom","nem tudom megítélni","nem tudom megítélni","nem tudom megítélni","semleges","családi beszélgetésben;baráti beszélgetésben;iskolában a szünetben;magyarországi magyarokkal;szlovákiai magyarokkal;e-mailben, SMS-ben, chaten","talán egy kicsit","nem tudom","családi beszélgetésben;baráti beszélgetésben;iskolában a szünetben;iskolában az órákon;magyarországi magyarokkal;szlovákiai magyarokkal;levélben vagy fogalmazás írása közben;e-mailben, SMS-ben, chaten","igen","igen","nem","","fiú","magyar","magyar","Rad - Körtvélyes","gimnázium","1.","magyar és szlovák nyelven is","Gymnázium-Gimnázium Kráľovský Chlmec","Kelet-Szlovákia","Kelet-Szlovákia"
"2022/06/25 4:28:40 du. CET","nem tudom megítélni","hasonlít","inkább elfogadható","hasonlít","teljesen elfogadható","hasonlít","inkább elfogadható","inkább nem elfogadható","nem tudom megítélni","szeretem ezt használni","családi beszélgetésben;baráti beszélgetésben;iskolában a szünetben;iskolában az órákon;magyarországi magyarokkal;szlovákiai magyarokkal;e-mailben, SMS-ben, chaten","igen","előny","baráti beszélgetésben;iskolában a szünetben;magyarországi magyarokkal;szlovákiai magyarokkal;e-mailben, SMS-ben, chaten","szerintem elég jól","igen","nem","","fiú","magyar","magyar","Királyhelmec","gimnázium","3.","magyar és szlovák nyelven is","Gymnázium-Gimnázium Kráľovský Chlmec","Kelet-Szlovákia","Kelet-Szlovákia"
"2022/06/25 4:39:51 du. CET","inkább nem elfogadható","nem","inkább nem elfogadható","nem","nem tudom megítélni","nem","inkább elfogadható","nem tudom megítélni","nem tudom megítélni","szeretem ezt használni","baráti beszélgetésben;iskolában a szünetben;e-mailben, SMS-ben, chaten","szerintem elég jól","előny","családi beszélgetésben;baráti beszélgetésben;iskolában a szünetben","talán egy kicsit","igen","nem","","fiú","magyar","magyar","Nagykövesd","gimnázium","1.","magyar nyelven","Gymnázium-Gimnázium Kráľovský Chlmec","Kelet-Szlovákia","Kelet-Szlovákia"
"2022/06/25 4:41:21 du. CET","nem tudom megítélni","nem","nem tudom megítélni","nem tudom","nem tudom megítélni","nem tudom","nem tudom megítélni","teljesen elfogadható","inkább elfogadható","semleges","családi beszélgetésben;baráti beszélgetésben","szerintem elég jól","előny","levélben vagy fogalmazás írása közben","igen","igen","nem","Nem tettek megjegyzést.","fiú","magyar","magyar","Szőlőske","gimnázium","1.","magyar és szlovák nyelven is","Gymnázium-Gimnázium Kráľovský Chlmec","Kelet-Szlovákia","Kelet-Szlovákia"
"2022/06/25 4:42:50 du. CET","inkább elfogadható","igen","teljesen elfogadható","hasonlít","inkább elfogadható","igen","inkább elfogadható","nem tudom megítélni","inkább elfogadható","inkább tetszik","családi beszélgetésben;baráti beszélgetésben;iskolában a szünetben;iskolában az órákon;magyarországi magyarokkal","szerintem elég jól","előny","szlovákiai magyarokkal","igen","igen","nem","","fiú","magyar","magyar","Szirénfalva","gimnázium","2.","magyar és szlovák nyelven is","Gymnázium-Gimnázium Kráľovský Chlmec","Kelet-Szlovákia","Kelet-Szlovákia"
"2022/06/25 4:44:01 du. CET","teljesen elfogadható","hasonlít","teljesen elfogadható","nem tudom","teljesen elfogadható","nem tudom","teljesen elfogadható","inkább elfogadható","inkább elfogadható","semleges","családi beszélgetésben;baráti beszélgetésben;iskolában a szünetben;szlovákiai magyarokkal","szerintem elég jól","előny","iskolában az órákon;magyarországi magyarokkal;e-mailben, SMS-ben, chaten","szerintem elég jól","igen","nem","","fiú","magyar","magyar","Bodrogszentes","gimnázium","2.","magyar nyelven","Gymnázium-Gimnázium Kráľovský Chlmec","Kelet-Szlovákia","Kelet-Szlovákia"
"2022/06/25 4:45:20 du. CET","teljesen elfogadható","hasonlít","inkább elfogadható","hasonlít","teljesen elfogadható","hasonlít","teljesen elfogadható","inkább elfogadható","inkább elfogadható","semleges","családi beszélgetésben;baráti beszélgetésben;iskolában a szünetben;iskolában az órákon;magyarországi magyarokkal;szlovákiai magyarokkal;levélben vagy fogalmazás írása közben;e-mailben, SMS-ben, chaten","szerintem elég jól","nem tudom","családi beszélgetésben;baráti beszélgetésben;iskolában a szünetben;iskolában az órákon;magyarországi magyarokkal;szlovákiai magyarokkal;levélben vagy fogalmazás írása közben;e-mailben, SMS-ben, chaten","igen","igen","nem","","fiú","magyar","magyar","Boly","gimnázium","1.","magyar és szlovák nyelven is","Gymnázium-Gimnázium Kráľovský Chlmec","Kelet-Szlovákia","Kelet-Szlovákia"
"2022/06/25 4:46:38 du. CET","teljesen elfogadható","hasonlít","teljesen elfogadható","hasonlít","teljesen elfogadható","hasonlít","teljesen elfogadható","inkább elfogadható","inkább elfogadható","semleges","családi beszélgetésben;baráti beszélgetésben;iskolában a szünetben;iskolában az órákon","szerintem elég jól","előny","családi beszélgetésben;baráti beszélgetésben;iskolában az órákon","szerintem elég jól","igen","igen","Néha összeakad a nyelvem.","fiú","magyar","magyar","Kisgéres","gimnázium","1.","magyar és szlovák nyelven is","Gymnázium-Gimnázium Kráľovský Chlmec","Kelet-Szlovákia","Kelet-Szlovákia"
"2022/06/25 4:47:47 du. CET","teljesen elfogadható","nem","nem tudom megítélni","hasonlít","inkább elfogadható","igen","teljesen elfogadható","nem tudom megítélni","teljesen elfogadható","szeretem ezt használni","családi beszélgetésben;baráti beszélgetésben;iskolában a szünetben;magyarországi magyarokkal;szlovákiai magyarokkal","szerintem elég jól","előny","családi beszélgetésben;baráti beszélgetésben;magyarországi magyarokkal","szerintem elég jól","igen","nem","","fiú","magyar","magyar","Kisgéres","gimnázium","1.","magyar nyelven","Gymnázium-Gimnázium Kráľovský Chlmec","Kelet-Szlovákia","Kelet-Szlovákia"
"2022/06/25 4:49:15 du. CET","nem tudom megítélni","nem tudom","nem tudom megítélni","nem tudom","nem tudom megítélni","hasonlít","inkább elfogadható","nem tudom megítélni","inkább elfogadható","inkább nem tetszik","családi beszélgetésben;baráti beszélgetésben;iskolában a szünetben;iskolában az órákon;magyarországi magyarokkal;szlovákiai magyarokkal;levélben vagy fogalmazás írása közben;e-mailben, SMS-ben, chaten","talán egy kicsit","nem tudom","semmilyen helyzetben","szerintem elég jól","igen","nem","","fiú","magyar","magyar","Királyhelmec","gimnázium","2.","magyar és szlovák nyelven is","Gymnázium-Gimnázium Kráľovský Chlmec","Kelet-Szlovákia","Kelet-Szlovákia"
"2022/06/25 4:50:49 du. CET","inkább elfogadható","nem tudom","nem tudom megítélni","nem tudom","inkább elfogadható","igen","teljesen elfogadható","inkább nem elfogadható","inkább nem elfogadható","semleges","családi beszélgetésben;baráti beszélgetésben;iskolában a szünetben;iskolában az órákon;szlovákiai magyarokkal;e-mailben, SMS-ben, chaten","talán egy kicsit","előny","magyarországi magyarokkal;levélben vagy fogalmazás írása közben","szerintem elég jól","igen","igen","Beszélgetés közben, szlovák szavakat használtam, mikor magyarul beszéltem.","fiú","magyar","magyar","Nagykövesd","gimnázium","2.","magyar és szlovák nyelven is","Gymnázium-Gimnázium Kráľovský Chlmec","Kelet-Szlovákia","Kelet-Szlovákia"
"2022/06/25 4:52:03 du. CET","nem tudom megítélni","nem","inkább elfogadható","nem","inkább elfogadható","nem","teljesen elfogadható","nem tudom megítélni","nem tudom megítélni","inkább tetszik","családi beszélgetésben;baráti beszélgetésben;iskolában a szünetben;iskolában az órákon;magyarországi magyarokkal;szlovákiai magyarokkal;levélben vagy fogalmazás írása közben;e-mailben, SMS-ben, chaten","igen","előny","iskolában az órákon;levélben vagy fogalmazás írása közben","szerintem elég jól","igen","nem","","lány","magyar","magyar","Bodrogszentes","gimnázium","1.","magyar és szlovák nyelven is","Gymnázium-Gimnázium Kráľovský Chlmec","Kelet-Szlovákia","Kelet-Szlovákia"
"2022/06/25 4:53:13 du. CET","inkább elfogadható","nem","inkább elfogadható","nem","teljesen elfogadható","hasonlít","inkább elfogadható","inkább nem elfogadható","inkább elfogadható","inkább tetszik","családi beszélgetésben;baráti beszélgetésben;iskolában a szünetben;magyarországi magyarokkal;szlovákiai magyarokkal;e-mailben, SMS-ben, chaten","igen","előny","iskolában az órákon;levélben vagy fogalmazás írása közben","szerintem elég jól","igen","nem","","fiú","magyar","magyar","Kiskövesd","gimnázium","1.","magyar és szlovák nyelven is","Gymnázium-Gimnázium Kráľovský Chlmec","Kelet-Szlovákia","Kelet-Szlovákia"
"2022/06/25 4:54:30 du. CET","nem tudom megítélni","hasonlít","inkább nem elfogadható","nem","inkább nem elfogadható","nem","inkább elfogadható","nem tudom megítélni","nem tudom megítélni","inkább tetszik","családi beszélgetésben;baráti beszélgetésben;iskolában a szünetben;iskolában az órákon;magyarországi magyarokkal;szlovákiai magyarokkal;levélben vagy fogalmazás írása közben;e-mailben, SMS-ben, chaten","szerintem elég jól","előny","iskolában az órákon;magyarországi magyarokkal;levélben vagy fogalmazás írása közben;e-mailben, SMS-ben, chaten","szerintem elég jól","igen","igen","","lány","magyar és szlovák","magyar","Kisgéres","gimnázium","1.","magyar és szlovák nyelven is","Gymnázium-Gimnázium Kráľovský Chlmec","Kelet-Szlovákia","Kelet-Szlovákia"
"2022/06/25 5:51:48 du. CET","teljesen elfogadható","nem","inkább nem elfogadható","nem","inkább elfogadható","nem","inkább elfogadható","inkább nem elfogadható","nem tudom megítélni","szeretem ezt használni","családi beszélgetésben;baráti beszélgetésben;iskolában a szünetben;szlovákiai magyarokkal;e-mailben, SMS-ben, chaten","szerintem elég jól","előny","iskolában az órákon;magyarországi magyarokkal;levélben vagy fogalmazás írása közben","szerintem elég jól","igen","igen","Csúnyán ejtek ki néhány szót.","fiú","magyar","magyar","Vaján","szakközépiskola","1.","magyar és szlovák nyelven is","Stredná odborná škola techniky a remesiel - Műszaki Szakok és Mesterségek Szakközépiskolája, Rákocziho 23, Kráľovský Chlmec","Kelet-Szlovákia","Kelet-Szlovákia"
"2022/06/25 5:53:28 du. CET","teljesen elfogadható","hasonlít","inkább elfogadható","nem","teljesen elfogadható","nem","teljesen elfogadható","inkább elfogadható","teljesen elfogadható","semleges","családi beszélgetésben;baráti beszélgetésben;iskolában a szünetben;szlovákiai magyarokkal;e-mailben, SMS-ben, chaten","szerintem elég jól","előny","baráti beszélgetésben;iskolában az órákon;magyarországi magyarokkal;levélben vagy fogalmazás írása közben;e-mailben, SMS-ben, chaten","igen","igen","igen","Fircsálták a fogalmazásom kis mértékben.","fiú","magyar","magyar","Battyán","szakközépiskola","2.","magyar nyelven","Stredná odborná škola techniky a remesiel - Műszaki Szakok és Mesterségek Szakközépiskolája, Rákocziho 23, Kráľovský Chlmec","Kelet-Szlovákia","Kelet-Szlovákia"
"2022/06/25 5:55:11 du. CET","teljesen elfogadható","nem","inkább elfogadható","nem","teljesen elfogadható","igen","inkább elfogadható","inkább elfogadható","teljesen elfogadható","szeretem ezt használni","családi beszélgetésben;baráti beszélgetésben;iskolában a szünetben;iskolában az órákon;magyarországi magyarokkal;szlovákiai magyarokkal;levélben vagy fogalmazás írása közben;e-mailben, SMS-ben, chaten","szerintem elég jól","előny","levélben vagy fogalmazás írása közben;e-mailben, SMS-ben, chaten","igen","igen","igen","Magyarba mikor beszéltem akkor észre vették a tájszólásomat.","fiú","magyar","magyar","Őrös","szakközépiskola","2.","magyar nyelven","Stredná odborná škola techniky a remesiel - Műszaki Szakok és Mesterségek Szakközépiskolája, Rákocziho 23, Kráľovský Chlmec","Kelet-Szlovákia","Kelet-Szlovákia"
"2022/06/25 5:57:29 du. CET","teljesen elfogadható","igen","inkább elfogadható","nem","teljesen elfogadható","igen","inkább elfogadható","inkább elfogadható","teljesen elfogadható","szeretem ezt használni","családi beszélgetésben;baráti beszélgetésben;iskolában a szünetben;iskolában az órákon;magyarországi magyarokkal;szlovákiai magyarokkal;levélben vagy fogalmazás írása közben;e-mailben, SMS-ben, chaten","igen","előny","levélben vagy fogalmazás írása közben;e-mailben, SMS-ben, chaten","igen","igen","igen","Nem","fiú","magyar","magyar","Boly","szakközépiskola","2.","magyar és szlovák nyelven is","Stredná odborná škola techniky a remesiel - Műszaki Szakok és Mesterségek Szakközépiskolája, Rákocziho 23, Kráľovský Chlmec","Kelet-Szlovákia","Kelet-Szlovákia"
"2022/06/25 5:59:18 du. CET","inkább elfogadható","nem","inkább elfogadható","nem","inkább elfogadható","nem","teljesen elfogadható","inkább nem elfogadható","nem tudom megítélni","inkább tetszik","családi beszélgetésben;baráti beszélgetésben;iskolában a szünetben;iskolában az órákon;szlovákiai magyarokkal;e-mailben, SMS-ben, chaten","szerintem elég jól","előny","magyarországi magyarokkal","igen","igen","nem","","fiú","magyar","magyar","Battyán","szakközépiskola","1.","magyar nyelven","Stredná odborná škola techniky a remesiel - Műszaki Szakok és Mesterségek Szakközépiskolája, Rákocziho 23, Kráľovský Chlmec","Kelet-Szlovákia","Kelet-Szlovákia"
"2022/06/25 6:01:32 du. CET","teljesen elfogadható","nem","inkább elfogadható","nem","teljesen elfogadható","nem","inkább elfogadható","inkább elfogadható","teljesen elfogadható","szeretem ezt használni","családi beszélgetésben;baráti beszélgetésben;iskolában a szünetben;iskolában az órákon;magyarországi magyarokkal;szlovákiai magyarokkal;levélben vagy fogalmazás írása közben","szerintem elég jól","előny","levélben vagy fogalmazás írása közben;e-mailben, SMS-ben, chaten","szerintem elég jól","igen","igen","Hát pl amikor magyarországiakkal beszéltem és észrevették, hogy tájszólással beszéltem nem bántásként mondták csak megjegyzésként mondták, hogy úgy beszéltem.","fiú","magyar és szlovák","magyar","Csicser","szakközépiskola","2.","magyar és szlovák nyelven is","Stredná odborná škola techniky a remesiel - Műszaki Szakok és Mesterségek Szakközépiskolája, Rákocziho 23, Kráľovský Chlmec","Kelet-Szlovákia","Kelet-Szlovákia"
"2022/06/25 6:02:43 du. CET","inkább elfogadható","nem","nem tudom megítélni","nem","inkább elfogadható","nem","teljesen elfogadható","nem tudom megítélni","nem tudom megítélni","inkább tetszik","családi beszélgetésben;baráti beszélgetésben;iskolában a szünetben;szlovákiai magyarokkal","igen","előny","családi beszélgetésben;baráti beszélgetésben;e-mailben, SMS-ben, chaten","igen","igen","nem","","fiú","magyar","magyar","Királyhelmec","szakközépiskola","2.","magyar nyelven","Stredná odborná škola techniky a remesiel - Műszaki Szakok és Mesterségek Szakközépiskolája, Rákocziho 23, Kráľovský Chlmec","Kelet-Szlovákia","Kelet-Szlovákia"
"2022/06/25 6:04:04 du. CET","inkább elfogadható","hasonlít","inkább elfogadható","hasonlít","inkább elfogadható","nem tudom","teljesen elfogadható","nem tudom megítélni","nem tudom megítélni","inkább tetszik","családi beszélgetésben;baráti beszélgetésben;magyarországi magyarokkal;szlovákiai magyarokkal;levélben vagy fogalmazás írása közben","igen","előny","iskolában az órákon;e-mailben, SMS-ben, chaten","igen","igen","nem","Nem fordult elő ilyen.","fiú","magyar","magyar","Battyán","szakközépiskola","2.","magyar nyelven","Stredná odborná škola techniky a remesiel - Műszaki Szakok és Mesterségek Szakközépiskolája, Rákocziho 23, Kráľovský Chlmec","Kelet-Szlovákia","Kelet-Szlovákia"
"2022/06/25 6:05:30 du. CET","teljesen elfogadható","nem","inkább elfogadható","igen","teljesen elfogadható","hasonlít","teljesen elfogadható","inkább elfogadható","teljesen elfogadható","szeretem ezt használni","családi beszélgetésben;baráti beszélgetésben;iskolában a szünetben;iskolában az órákon;szlovákiai magyarokkal;e-mailben, SMS-ben, chaten","szerintem elég jól","előny","családi beszélgetésben;baráti beszélgetésben;iskolában a szünetben;iskolában az órákon;szlovákiai magyarokkal","szerintem elég jól","igen","nem","Nem tettek.","fiú","magyar és szlovák","magyar","Nagygéres","szakközépiskola","2.","magyar nyelven","Stredná odborná škola techniky a remesiel - Műszaki Szakok és Mesterségek Szakközépiskolája, Rákocziho 23, Kráľovský Chlmec","Kelet-Szlovákia","Kelet-Szlovákia"
